,loc_0,loc_1,loc_2,loc_3,loc_4,loc_5
0,91,5,50,29,26,12
1,9,6,5,4,2,3
2,5,7,6,4,3,1
3,9,4,5,5,9,7
4,8,2,10,4,5,4
5,4,5,6,3,10,1
6,9,8,10,3,5,9
7,9,3,7,1,7,5
8,1,10,9,10,1,5
9,1,9,4,10,8,7
10,9,10,6,9,10,7
11,3,6,7,4,6,1
12,3,2,9,2,6,4
13,8,5,6,1,9,9
14,4,5,10,2,5,1
15,7,9,3,6,10,6
16,5,10,7,5,2,9
17,10,1,9,1,10,10
18,1,3,4,7,7,5
19,4,8,8,2,8,10
20,7,5,10,4,4,10
21,3,6,7,5,1,8
22,8,6,2,5,8,5
23,9,2,2,9,7,10
24,10,2,2,1,6,1
25,7,9,9,2,1,6
26,7,4,10,4,5,1
27,10,6,6,3,9,10
28,1,9,4,10,6,9
29,5,4,1,7,1,4
30,5,9,6,3,4,3
31,6,4,1,1,3,6
32,6,10,6,5,9,4
33,7,9,8,10,8,10
34,10,4,9,10,1,8
35,7,3,10,10,5,6
36,6,6,5,5,8,4
37,19,82,53,28,34,91
38,6,1,6,8,9,10
39,8,8,5,6,1,6
40,1,7,1,9,1,8
41,9,1,10,6,3,7
42,5,7,7,8,9,6
43,4,6,4,8,4,10
44,5,1,5,9,7,3
45,1,6,2,5,1,8
46,7,3,9,7,5,2
47,6,8,6,3,1,4
48,10,6,10,9,10,10
49,8,5,8,3,8,1
50,6,5,3,6,5,10
51,9,10,8,7,3,6
52,1,5,1,3,1,8
53,4,5,8,10,8,1
54,9,5,10,4,9,1
55,10,5,3,5,1,1
56,4,10,3,6,5,10
57,7,6,2,6,5,5
58,1,5,2,10,2,1
59,3,1,4,1,4,10
60,5,7,3,9,5,7
61,7,9,3,3,3,3
62,6,7,2,4,4,10
63,6,5,4,3,4,5
64,3,8,7,7,6,8
65,7,1,10,2,9,3
66,5,2,7,1,8,7
67,5,9,6,3,2,6
68,2,2,10,2,10,5
69,1,7,9,8,2,9
70,2,6,2,8,7,7
71,2,5,9,10,6,9
72,9,5,5,8,1,8
73,7,9,2,9,7,2
74,5,29,64,56,25,40
75,8,6,2,8,8,6
76,3,2,4,6,4,7
77,5,1,1,6,7,7
78,8,3,7,9,6,8
79,1,7,1,8,1,5
80,3,4,10,3,10,4
81,2,9,4,2,3,10
82,4,7,6,5,3,2
83,1,4,1,10,4,2
84,3,9,2,2,5,6
85,8,2,1,5,2,8
86,4,7,10,8,9,5
87,8,8,5,6,7,5
88,3,1,9,4,8,2
89,7,6,2,10,2,10
90,7,2,6,6,2,6
91,8,7,8,6,5,5
92,4,10,9,9,10,1
93,2,9,9,4,10,2
94,8,4,3,2,9,4
95,2,10,10,8,7,8
96,7,6,10,7,7,10
97,6,8,9,4,2,9
98,4,9,5,3,10,9
99,6,1,8,3,1,2
100,10,1,10,2,10,3
101,3,1,7,5,9,8
102,1,6,7,5,7,4
103,6,9,9,8,9,1
104,5,10,1,10,2,4
105,2,6,6,4,10,8
106,3,7,7,7,3,8
107,3,8,6,4,5,1
108,9,2,7,9,9,1
109,9,9,5,1,7,3
110,7,5,6,5,10,10
