,row,col,cost,specie 0,specie 1,specie 2,specie 3,specie 4,specie 5,specie 6,specie 7,specie 8,specie 9,specie 10,specie 11,specie 12,specie 13,specie 14
0,0,0,4,0,1,0,0,0,0,0,0,5,0,0,2,2,0,2
1,0,1,7,0,1,0,0,0,0,0,0,0,2,0,5,3,1,3
2,0,2,15,0,0,0,0,0,0,0,0,0,4,0,1,0,1,3
3,0,3,10,0,4,0,0,0,0,0,0,0,2,2,0,0,1,0
4,0,4,15,0,2,0,0,0,0,0,0,0,0,0,1,1,3,0
5,0,5,15,0,0,1,0,3,0,0,0,0,0,0,0,0,4,0
6,0,6,6,0,0,2,1,1,1,0,2,0,0,4,1,0,1,0
7,0,7,4,0,0,7,4,2,1,1,1,0,0,6,1,0,1,0
8,0,8,3,0,0,3,6,1,0,0,3,1,0,3,1,2,0,1
9,0,9,3,0,0,2,4,0,0,0,0,1,0,1,1,4,0,2
10,1,0,5,0,0,0,0,0,0,0,1,6,4,0,3,5,2,2
11,1,1,8,0,1,0,0,0,0,0,0,1,5,0,6,3,2,4
12,1,2,10,0,6,0,0,0,0,0,0,0,4,2,3,0,6,1
13,1,3,12,0,6,0,0,0,0,0,0,0,6,2,0,4,4,1
14,1,4,15,0,3,0,0,3,0,0,0,0,1,2,0,0,5,0
15,1,5,15,0,0,1,0,2,2,0,1,0,1,5,0,1,7,0
16,1,6,9,0,0,2,0,5,1,1,2,0,0,7,0,0,1,2
17,1,7,6,0,0,2,1,5,3,0,7,0,0,4,0,0,1,0
18,1,8,3,0,0,5,2,2,4,2,7,4,0,1,0,1,0,0
19,1,9,3,0,3,5,3,2,0,1,2,9,1,0,1,4,0,4
20,2,0,5,0,0,0,0,0,0,0,4,6,10,0,0,1,3,4
21,2,1,9,0,2,0,0,0,0,0,5,1,12,1,2,3,5,6
22,2,2,12,0,0,0,0,0,0,0,0,1,14,0,0,4,2,3
23,2,3,10,0,2,0,0,3,0,0,0,0,4,9,0,6,4,0
24,2,4,15,0,0,0,0,0,0,0,0,0,2,5,0,8,5,0
25,2,5,15,0,0,0,0,3,4,1,0,0,2,4,0,1,2,3
26,2,6,10,0,0,1,0,3,8,1,2,0,1,5,0,0,0,0
27,2,7,7,0,0,1,0,8,7,8,6,0,0,3,0,0,0,4
28,2,8,4,0,3,7,0,3,10,5,4,1,0,1,0,0,1,1
29,2,9,3,0,2,3,0,1,0,3,1,5,3,0,1,1,0,1
30,3,0,4,1,3,0,5,0,0,0,5,2,7,0,0,0,6,2
31,3,1,8,0,3,0,1,0,0,0,4,0,3,1,0,0,6,1
32,3,2,9,0,1,0,0,0,0,0,4,0,10,2,3,2,2,0
33,3,3,10,0,0,0,0,2,0,0,0,4,7,6,1,1,6,1
34,3,4,9,0,0,0,0,2,2,1,0,0,3,6,0,6,7,2
35,3,5,10,0,0,0,0,1,3,1,0,1,2,2,0,4,3,4
36,3,6,9,0,0,3,0,1,7,3,2,0,1,2,0,0,0,3
37,3,7,6,0,3,7,0,4,13,7,2,0,1,0,0,0,1,1
38,3,8,3,1,6,3,0,1,4,7,3,2,0,0,0,0,0,0
39,3,9,3,0,6,6,1,1,4,2,0,2,3,0,0,0,0,3
40,4,0,3,2,4,0,8,3,0,0,2,2,8,0,0,0,1,1
41,4,1,4,1,7,1,12,2,0,0,3,1,8,0,1,0,0,1
42,4,2,10,0,3,1,2,4,0,0,2,3,6,2,4,3,3,0
43,4,3,12,0,0,1,1,4,1,1,0,5,4,2,3,2,4,0
44,4,4,10,0,0,1,0,2,2,1,0,6,8,0,2,3,9,2
45,4,5,7,0,0,0,0,1,2,3,0,3,2,0,1,0,6,3
46,4,6,6,0,0,0,0,0,4,1,1,1,0,0,0,0,1,7
47,4,7,4,0,3,0,0,0,8,5,1,2,1,0,0,0,1,4
48,4,8,3,0,7,2,0,0,5,1,1,0,0,0,0,0,0,0
49,4,9,3,3,6,1,1,1,1,2,4,0,0,1,0,0,0,0
