,row,col,cost,specie 0,specie 1,specie 2,specie 3,specie 4,specie 5,specie 6,specie 7,specie 8,specie 9,specie 10,specie 11,specie 12,specie 13,specie 14
0,0,0,6,0,0,5,0,0,7,0,0,0,0,3,0,0,0,0
1,0,1,9,3,0,6,0,0,0,0,0,0,0,4,0,1,0,0
2,0,2,10,5,0,3,0,0,1,0,0,0,0,8,0,3,0,0
3,0,3,9,5,0,0,2,0,0,0,0,0,0,3,0,6,0,0
4,0,4,6,2,1,0,5,0,0,0,1,0,0,0,0,5,1,0
5,0,5,3,0,2,0,1,0,0,0,2,2,0,0,0,3,1,0
6,0,6,3,1,5,0,1,0,1,0,6,2,0,0,0,0,3,0
7,0,7,5,0,8,0,0,0,0,0,3,1,0,0,0,0,2,0
8,0,8,6,0,2,0,0,0,0,0,8,0,0,1,0,0,7,0
9,0,9,5,0,0,3,1,0,3,0,6,0,0,3,0,0,7,0
10,1,0,8,1,0,5,0,0,5,0,0,0,0,1,0,1,0,0
11,1,1,10,2,0,5,1,0,3,0,0,0,0,7,0,0,0,0
12,1,2,12,6,0,2,3,0,3,0,0,0,0,1,0,0,0,0
13,1,3,10,11,0,0,3,0,1,0,0,0,0,1,0,2,1,0
14,1,4,7,0,3,0,8,0,0,0,0,4,0,1,0,5,2,0
15,1,5,4,0,4,0,2,0,1,0,5,5,0,0,0,2,3,0
16,1,6,5,1,6,0,0,0,0,0,2,5,0,0,0,3,6,0
17,1,7,11,0,7,0,0,0,2,0,5,2,0,0,1,1,10,0
18,1,8,10,1,2,1,1,0,2,0,3,0,0,1,0,2,6,0
19,1,9,9,0,0,3,4,0,2,0,0,0,0,7,0,2,5,0
20,2,0,11,0,0,3,4,0,4,0,0,0,0,8,0,0,0,0
21,2,1,10,1,0,2,5,0,5,3,0,0,0,4,0,0,0,0
22,2,2,10,1,0,1,4,0,2,1,0,0,0,2,0,2,0,0
23,2,3,9,1,1,0,7,0,0,0,0,0,0,4,0,3,0,0
24,2,4,6,1,2,0,5,0,0,0,0,5,0,2,0,1,0,0
25,2,5,3,1,3,0,0,1,1,0,1,6,0,0,0,1,5,0
26,2,6,11,1,7,0,1,0,2,0,2,8,0,0,1,3,5,0
27,2,7,12,2,7,0,0,0,5,0,1,2,0,0,2,5,10,0
28,2,8,12,0,2,0,2,0,5,0,1,0,0,2,2,8,7,0
29,2,9,10,1,3,1,4,1,6,0,0,0,0,7,2,1,0,0
30,3,0,12,0,0,0,4,0,3,2,0,0,0,9,0,0,0,0
31,3,1,11,1,0,2,3,0,2,4,0,4,0,3,0,2,0,0
32,3,2,8,1,0,0,1,0,0,2,0,2,0,3,0,3,0,0
33,3,3,6,0,1,0,0,3,0,1,0,1,0,4,0,0,2,0
34,3,4,4,0,0,0,3,1,0,0,1,0,0,0,1,2,3,0
35,3,5,3,5,3,0,0,5,1,0,1,0,0,0,1,1,4,0
36,3,6,5,3,6,0,1,1,9,0,1,2,0,0,3,2,8,0
37,3,7,11,4,5,0,0,2,9,0,3,2,0,1,4,6,5,0
38,3,8,10,2,2,0,0,3,14,5,1,3,0,1,5,8,2,0
39,3,9,9,1,1,0,7,2,7,10,1,1,0,9,1,2,0,0
40,4,0,11,1,0,0,4,0,1,5,0,1,0,7,0,4,0,0
41,4,1,10,0,0,0,2,0,0,7,0,5,0,4,0,7,1,0
42,4,2,15,0,0,0,2,0,0,7,0,4,0,5,0,5,2,0
43,4,3,15,0,0,0,1,2,0,1,0,2,0,3,0,4,0,0
44,4,4,3,2,0,0,3,2,1,0,0,2,0,0,0,1,2,0
45,4,5,3,6,0,0,1,10,6,0,3,2,0,0,1,0,2,0
46,4,6,3,13,3,0,0,3,7,1,4,1,0,1,2,0,1,0
47,4,7,5,9,2,0,0,4,11,3,7,2,0,0,6,4,4,0
48,4,8,6,1,1,0,0,7,15,3,3,2,0,5,12,2,1,0
49,4,9,5,0,1,0,3,7,10,12,0,1,0,2,3,3,1,0
50,5,0,8,0,0,0,0,0,1,1,0,3,0,1,0,0,2,0
51,5,1,8,0,0,0,1,0,0,3,0,5,0,2,0,9,3,0
52,5,2,15,0,0,0,1,2,0,1,0,8,0,5,0,7,4,0
53,5,3,15,1,0,0,4,3,1,0,0,5,0,1,0,1,0,0
54,5,4,3,2,0,0,4,3,0,0,0,0,0,0,0,5,1,0
55,5,5,3,5,1,0,0,6,1,0,3,0,0,0,0,5,1,0
56,5,6,3,9,0,0,1,1,4,0,8,1,0,2,4,1,0,0
57,5,7,3,8,2,0,1,6,7,1,5,2,0,1,5,1,0,0
58,5,8,3,4,1,0,1,9,5,5,3,3,0,1,9,0,0,0
59,5,9,3,1,0,0,0,2,3,8,0,7,0,3,5,2,0,0
60,6,0,11,0,0,0,0,0,0,2,0,2,0,0,0,0,5,0
61,6,1,10,1,0,0,0,0,0,0,1,3,0,1,0,3,3,0
62,6,2,15,0,1,0,5,0,0,0,1,5,0,0,0,0,5,0
63,6,3,15,0,0,0,6,0,0,0,0,1,1,1,0,2,1,0
64,6,4,5,1,0,0,0,0,0,0,0,1,0,1,0,4,1,0
65,6,5,3,4,0,0,2,3,1,0,2,0,0,3,1,6,0,0
66,6,6,5,4,0,0,0,5,4,0,0,0,0,4,1,4,0,0
67,6,7,3,4,0,0,0,2,5,1,3,2,0,2,5,2,0,0
68,6,8,3,1,0,0,0,5,2,1,0,8,0,2,3,0,0,0
69,6,9,3,0,0,0,0,3,1,1,0,5,0,1,1,0,1,0
70,7,0,12,0,5,0,0,0,0,0,0,2,0,1,0,1,4,0
71,7,1,11,3,1,0,1,0,0,0,3,2,5,0,0,1,7,0
72,7,2,8,1,0,1,3,0,0,0,3,1,1,1,0,0,1,0
73,7,3,6,0,1,1,2,1,0,0,1,0,6,0,0,5,0,0
74,7,4,3,0,0,0,3,0,0,0,0,0,2,2,0,2,0,0
75,7,5,5,1,0,0,1,3,0,0,0,0,1,2,1,5,0,0
76,7,6,5,0,0,0,0,2,0,0,1,0,0,1,1,3,0,0
77,7,7,5,3,2,0,0,4,0,0,0,1,0,6,3,0,0,1
78,7,8,3,0,3,0,0,3,0,0,1,2,0,2,2,0,0,1
79,7,9,3,0,2,0,0,3,0,0,1,3,0,0,3,0,0,2
80,8,0,11,2,2,0,0,0,0,0,2,5,3,0,0,0,0,0
81,8,1,15,6,7,0,0,0,0,0,5,4,3,2,0,0,1,0
82,8,2,15,2,3,2,2,0,0,0,3,4,10,0,0,0,1,0
83,8,3,3,4,3,9,4,0,0,0,2,2,5,0,0,1,2,0
84,8,4,3,2,0,11,1,0,0,0,1,0,1,0,0,1,1,0
85,8,5,3,0,0,3,1,3,0,0,1,0,5,2,0,2,0,0
86,8,6,5,0,4,0,0,2,0,0,1,0,0,4,1,0,0,0
87,8,7,3,0,10,0,0,3,1,0,2,1,0,3,0,0,0,6
88,8,8,3,0,8,0,0,2,0,0,4,0,0,3,2,0,1,11
89,8,9,3,0,4,0,0,4,0,0,4,0,0,0,1,0,0,10
90,9,0,8,0,3,4,1,0,2,0,1,3,1,1,0,0,1,0
91,9,1,15,5,3,0,0,0,0,0,7,8,6,0,0,0,2,0
92,9,2,15,14,4,2,1,0,1,0,5,0,6,2,0,1,0,0
93,9,3,3,2,2,7,3,0,0,0,5,0,6,2,0,6,0,0
94,9,4,3,4,1,7,0,0,0,0,0,0,8,0,0,3,2,0
95,9,5,3,0,0,3,0,0,0,0,4,0,4,2,0,0,0,0
96,9,6,3,0,2,1,0,1,0,0,10,0,0,1,0,1,0,0
97,9,7,3,0,7,0,0,0,0,0,3,0,1,1,1,0,1,7
98,9,8,3,0,3,0,1,2,1,0,7,3,0,0,0,0,7,9
99,9,9,3,0,8,1,0,2,0,0,9,4,2,0,0,0,6,13
