,row,col,cost,specie 0,specie 1,specie 2,specie 3,specie 4,specie 5,specie 6,specie 7,specie 8,specie 9,specie 10,specie 11,specie 12,specie 13,specie 14
0,0,0,10,0,0,1,4,0,2,0,4,4,4,11,0,1,0,1
1,0,1,8,0,0,0,2,2,0,0,9,0,6,5,0,2,0,4
2,0,2,5,0,1,0,3,2,3,0,5,2,10,1,0,2,2,0
3,0,3,3,0,9,0,2,0,0,1,3,1,1,0,0,1,0,1
4,0,4,4,0,4,0,5,1,1,0,0,0,1,0,0,1,0,1
5,0,5,3,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0
6,0,6,3,0,0,0,13,0,0,1,4,0,4,0,2,0,0,0
7,0,7,3,0,0,0,1,0,4,0,2,0,3,2,2,1,0,0
8,0,8,3,2,0,0,5,0,10,0,1,0,8,1,6,0,0,1
9,0,9,3,1,0,0,6,2,2,0,2,2,6,7,4,0,0,1
10,1,0,12,0,0,5,3,3,0,0,8,4,2,6,0,3,4,7
11,1,1,10,0,1,2,3,7,0,1,13,3,6,5,0,6,4,4
12,1,2,6,0,0,5,4,2,1,0,5,1,0,3,1,6,3,1
13,1,3,7,0,4,0,4,2,2,0,0,1,0,0,0,1,0,0
14,1,4,9,0,2,1,4,3,0,1,6,0,1,0,0,1,0,1
15,1,5,7,0,2,0,0,0,3,1,1,0,1,0,0,0,0,4
16,1,6,3,1,0,1,0,0,9,1,6,0,3,0,3,1,0,2
17,1,7,3,2,0,1,2,0,8,0,3,0,3,0,1,0,0,0
18,1,8,3,5,0,1,2,0,1,0,0,2,5,0,2,1,0,1
19,1,9,3,11,0,1,3,0,3,0,2,3,6,7,1,0,0,4
20,2,0,12,0,0,3,1,5,0,1,7,6,1,7,2,5,6,5
21,2,1,10,0,0,4,1,9,0,0,7,1,1,6,1,3,10,4
22,2,2,5,0,0,3,4,7,0,2,2,3,1,1,2,3,7,1
23,2,3,9,0,0,1,5,7,0,1,1,3,1,3,0,1,3,0
24,2,4,15,0,0,1,3,6,0,4,3,0,0,0,0,0,2,5
25,2,5,15,0,0,1,0,4,2,4,2,0,1,0,0,0,0,7
26,2,6,4,0,0,5,1,1,3,3,3,0,0,1,0,0,0,5
27,2,7,3,1,0,2,0,0,10,1,2,0,0,0,2,2,0,2
28,2,8,3,6,0,2,0,1,3,0,1,2,0,1,1,1,1,1
29,2,9,3,3,0,3,2,5,0,0,1,1,0,5,4,3,5,2
30,3,0,10,1,0,1,0,2,0,1,1,7,0,3,5,2,10,2
31,3,1,5,3,0,6,0,1,0,0,2,5,0,3,4,2,6,4
32,3,2,3,3,0,0,4,2,0,2,0,0,0,1,4,1,7,1
33,3,3,7,2,0,0,3,3,0,4,3,1,0,1,1,2,1,1
34,3,4,15,0,0,0,1,7,0,4,0,0,0,0,0,1,2,2
35,3,5,15,0,0,1,1,4,1,9,3,0,0,0,1,0,0,4
36,3,6,3,0,0,9,0,0,2,9,7,1,0,0,1,3,0,3
37,3,7,3,1,0,0,0,0,1,5,0,0,0,0,3,3,0,2
38,3,8,3,4,0,5,0,0,1,0,0,2,0,0,4,2,1,1
39,3,9,3,3,0,4,1,2,1,0,2,2,0,4,6,2,2,1
40,4,0,3,1,0,3,0,0,0,1,0,4,0,0,2,1,7,3
41,4,1,3,5,0,2,0,0,0,1,0,7,0,1,4,0,6,1
42,4,2,5,3,0,1,2,1,0,3,0,3,0,1,5,0,3,0
43,4,3,10,3,0,0,0,4,0,7,0,1,0,0,1,1,0,1
44,4,4,10,0,0,0,0,0,0,11,0,0,0,0,0,1,1,1
45,4,5,10,0,0,2,0,0,0,9,1,1,0,1,1,7,0,4
46,4,6,5,0,0,2,0,1,0,3,1,1,0,0,1,0,0,2
47,4,7,3,0,0,3,0,0,0,2,0,2,0,1,4,3,0,0
48,4,8,3,0,0,4,0,1,0,1,0,2,0,1,7,2,2,1
49,4,9,3,1,0,2,0,1,1,0,0,7,0,0,6,4,0,2
50,5,0,3,4,0,2,0,0,0,1,0,9,0,0,1,0,3,5
51,5,1,3,8,0,0,0,0,0,8,0,4,0,0,1,0,5,3
52,5,2,8,6,0,1,0,0,0,4,0,3,0,0,0,0,0,1
53,5,3,10,1,0,0,0,0,0,7,0,1,1,0,0,0,0,0
54,5,4,12,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0
55,5,5,10,1,0,1,0,0,0,0,0,1,1,3,0,2,0,0
56,5,6,8,0,0,3,0,0,0,3,0,1,2,3,0,3,0,2
57,5,7,3,0,0,0,0,0,1,0,0,1,1,5,1,1,2,0
58,5,8,3,0,0,3,0,0,3,0,0,2,0,1,2,2,2,2
59,5,9,3,1,0,1,0,0,4,1,0,8,0,0,3,0,0,6
60,6,0,15,0,0,0,0,0,1,0,0,6,0,0,0,0,4,9
61,6,1,15,5,0,2,0,0,0,5,0,6,0,0,2,0,5,1
62,6,2,5,3,0,1,0,0,0,1,0,3,0,0,2,0,7,0
63,6,3,10,1,0,2,0,0,0,4,0,2,3,0,0,0,2,0
64,6,4,10,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
65,6,5,10,1,0,1,0,0,0,2,1,3,7,2,0,0,0,0
66,6,6,5,0,1,2,0,0,1,0,0,5,9,8,0,0,2,0
67,6,7,3,0,1,3,0,0,2,0,0,3,3,7,1,0,5,0
68,6,8,3,0,1,3,0,0,5,1,0,2,0,9,3,1,8,2
69,6,9,3,0,0,2,0,0,4,2,0,6,0,4,1,2,2,5
70,7,0,3,0,0,0,2,0,0,1,0,4,0,0,0,0,8,4
71,7,1,3,0,0,2,0,0,0,1,0,4,0,0,0,0,3,0
72,7,2,3,1,0,7,0,0,0,2,0,2,1,0,0,0,5,0
73,7,3,5,2,1,7,0,0,0,0,2,0,1,0,0,0,1,0
74,7,4,8,0,0,3,0,0,0,1,1,3,4,0,0,0,0,0
75,7,5,5,0,0,0,1,0,0,0,2,4,6,4,0,0,1,0
76,7,6,3,0,2,2,0,0,0,0,0,8,7,7,0,1,2,0
77,7,7,3,0,3,7,0,0,1,0,1,1,2,16,0,0,3,0
78,7,8,3,0,1,3,0,0,8,0,0,0,2,9,1,0,2,1
79,7,9,3,0,1,4,2,0,3,0,0,1,0,3,2,0,6,4
80,8,0,3,0,0,0,3,0,4,0,2,1,5,1,0,0,3,0
81,8,1,3,0,0,1,2,0,2,0,0,0,3,0,0,0,0,1
82,8,2,3,5,0,5,0,0,1,2,3,0,1,0,0,1,1,0
83,8,3,3,6,4,8,1,0,0,1,1,1,1,0,0,0,0,0
84,8,4,3,5,2,2,1,0,0,0,7,2,1,0,0,0,0,0
