,row,col,cost,specie 0,specie 1,specie 2,specie 3,specie 4,specie 5,specie 6,specie 7,specie 8,specie 9,specie 10,specie 11,specie 12,specie 13,specie 14
0,0,0,3,0,0,0,0,8,0,0,3,0,3,0,0,0,0,0
1,0,1,3,0,0,0,0,4,0,0,11,0,3,0,0,0,0,0
2,0,2,4,0,0,0,2,2,0,0,6,0,0,0,0,1,0,0
3,0,3,6,0,1,1,1,1,0,0,5,0,0,0,2,0,0,0
4,0,4,8,0,3,3,2,0,0,0,0,1,0,1,8,0,0,0
5,0,5,10,0,3,8,1,0,0,0,2,6,0,1,5,0,1,0
6,0,6,12,0,2,11,0,0,0,0,0,3,0,0,5,0,4,0
7,0,7,11,0,0,5,0,0,0,0,0,2,5,0,5,0,1,0
8,0,8,10,0,0,0,0,0,0,0,1,0,4,0,3,0,8,0
9,0,9,6,0,0,0,0,2,0,0,4,0,9,0,2,1,2,0
10,1,0,3,0,1,0,0,2,1,0,2,0,7,0,0,1,0,0
11,1,1,3,0,0,0,0,0,0,0,7,0,5,2,0,3,0,0
12,1,2,4,0,0,0,4,5,0,0,3,0,1,0,0,0,0,0
13,1,3,6,0,0,2,4,1,0,1,1,1,0,3,4,1,0,0
14,1,4,9,0,6,3,5,0,0,0,1,0,0,1,3,1,0,0
15,1,5,11,0,6,8,0,0,0,1,0,11,0,2,8,0,0,0
16,1,6,12,0,2,9,0,0,0,0,0,6,0,0,8,0,3,0
17,1,7,15,0,1,5,0,0,0,0,0,7,0,1,7,0,8,0
18,1,8,15,0,0,1,2,1,0,0,0,3,2,0,5,1,6,0
19,1,9,8,0,2,0,0,2,0,0,1,0,8,0,0,3,7,1
20,2,0,3,0,0,0,0,2,0,0,1,0,9,0,0,2,0,0
21,2,1,3,0,1,0,0,0,1,0,1,0,4,1,0,7,0,0
22,2,2,4,0,3,0,1,1,1,2,0,0,1,4,0,0,0,0
23,2,3,6,1,8,2,10,0,2,2,0,0,1,9,0,0,0,1
24,2,4,8,0,6,4,8,0,1,4,0,1,0,5,2,0,0,0
25,2,5,10,0,3,7,2,0,0,3,0,4,0,2,6,0,0,0
26,2,6,11,0,2,7,1,0,0,0,0,4,0,0,7,0,3,0
27,2,7,15,0,1,3,0,1,1,0,0,8,1,1,10,1,2,1
28,2,8,15,0,0,2,5,1,2,0,0,3,3,2,7,1,12,0
29,2,9,6,0,0,0,5,4,0,0,0,3,2,1,2,4,4,0
30,3,0,3,0,1,0,3,3,1,0,0,0,4,0,0,5,0,0
31,3,1,3,0,5,0,0,3,2,0,0,0,5,0,0,5,0,0
32,3,2,3,0,7,0,2,0,1,2,0,0,2,0,0,1,0,1
33,3,3,5,0,5,0,3,1,3,5,0,0,0,6,0,0,0,1
34,3,4,7,1,1,3,2,0,0,2,0,1,0,4,0,0,0,2
35,3,5,10,0,2,3,2,3,0,3,0,0,0,2,3,0,0,1
36,3,6,12,0,1,4,0,1,0,1,0,5,0,2,6,0,0,2
37,3,7,15,0,0,0,3,2,2,0,0,2,0,1,9,0,4,3
38,3,8,15,0,0,1,7,0,1,0,0,1,1,4,0,1,5,2
39,3,9,5,0,0,2,2,1,1,0,0,2,5,5,0,1,7,0
40,4,0,3,0,4,0,2,7,1,0,0,0,5,0,0,1,0,0
41,4,1,3,0,6,0,4,1,5,0,0,0,6,0,0,0,0,1
42,4,2,3,0,3,0,2,1,3,1,0,0,4,1,0,1,2,0
43,4,3,3,0,0,0,1,1,3,10,0,0,1,2,0,0,0,2
44,4,4,5,0,2,0,0,1,0,6,0,0,0,1,0,0,0,4
45,4,5,8,0,0,2,0,8,0,1,0,2,0,1,1,0,0,4
46,4,6,10,0,0,2,0,5,2,1,0,2,0,1,2,0,0,2
47,4,7,8,0,0,3,3,2,3,4,0,3,0,3,2,0,0,2
48,4,8,5,0,0,3,1,3,5,5,0,1,2,8,0,1,2,4
49,4,9,3,0,0,7,6,3,3,0,0,4,2,10,0,1,3,4
50,5,0,3,1,2,1,5,5,8,0,0,0,0,0,0,4,0,0
51,5,1,3,4,4,0,9,1,12,0,0,0,6,0,0,1,2,2
