,row,col,cost,specie 0,specie 1,specie 2,specie 3,specie 4,specie 5,specie 6,specie 7,specie 8,specie 9,specie 10,specie 11,specie 12,specie 13,specie 14
0,0,0,3,0,3,0,0,4,0,0,0,4,0,0,0,0,2,0
1,0,1,3,0,3,0,0,0,0,0,0,8,1,0,0,0,10,0
2,0,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
3,0,3,3,0,0,0,0,0,0,4,0,1,2,0,0,0,2,1
4,0,4,3,0,2,0,0,0,0,6,0,1,3,0,0,0,0,6
5,0,5,11,0,1,2,0,2,0,2,0,0,0,1,0,0,1,1
6,0,6,3,0,1,8,0,6,0,2,0,0,0,1,0,7,0,0
7,0,7,3,3,2,6,0,4,0,0,0,0,0,0,0,3,0,0
8,0,8,3,12,1,1,0,3,0,0,0,0,0,6,0,4,2,0
9,0,9,3,5,4,0,0,2,0,0,0,3,0,6,0,2,2,0
10,1,0,3,0,1,0,0,1,0,0,1,1,0,0,0,0,4,0
11,1,1,3,0,3,0,4,4,0,0,1,0,0,0,0,2,2,0
12,1,2,3,0,1,0,5,1,1,1,4,2,3,0,1,0,5,2
13,1,3,3,0,0,0,3,0,0,7,1,1,2,0,1,0,7,7
14,1,4,11,0,3,0,0,0,1,7,0,0,2,0,1,1,6,1
15,1,5,12,0,1,1,0,3,0,1,0,0,0,1,3,0,4,6
16,1,6,11,0,0,3,0,9,0,0,0,0,0,2,2,3,0,0
17,1,7,3,3,0,1,0,5,0,0,0,0,1,0,1,0,0,0
18,1,8,3,6,3,2,0,3,0,0,0,0,0,3,1,0,0,0
19,1,9,3,2,4,0,1,9,1,0,0,0,0,1,1,2,1,0
20,2,0,6,0,1,0,1,4,3,0,2,0,0,0,5,0,1,0
21,2,1,15,0,0,0,9,0,1,2,8,0,1,0,0,1,0,0
22,2,2,15,0,0,0,14,1,3,0,3,0,3,0,0,0,1,1
23,2,3,15,0,10,0,7,0,3,2,5,1,5,0,0,0,6,6
24,2,4,3,0,7,0,3,0,3,0,0,1,2,0,7,0,10,4
25,2,5,11,0,2,0,0,2,1,1,0,0,0,1,5,2,3,3
26,2,6,3,0,2,0,0,1,0,2,0,0,2,1,2,0,0,0
27,2,7,3,3,3,0,0,4,0,0,0,0,0,3,0,6,0,1
28,2,8,3,2,4,0,0,4,0,0,0,0,0,0,0,4,2,0
29,2,9,3,2,4,0,0,5,2,0,1,0,0,0,2,6,2,1
30,3,0,9,0,3,0,1,6,6,0,2,0,1,0,7,4,0,0
31,3,1,10,0,1,0,9,2,12,0,6,0,1,0,3,2,1,0
32,3,2,9,0,1,0,12,2,7,0,7,0,0,0,1,0,0,0
33,3,3,6,0,0,0,10,0,1,1,2,0,6,0,2,0,2,2
34,3,4,3,0,6,0,10,0,1,0,0,0,2,0,7,0,1,3
35,3,5,3,0,0,0,6,0,3,1,0,0,1,1,6,1,2,1
36,3,6,3,0,5,0,3,2,0,0,0,0,1,2,2,3,2,3
37,3,7,3,0,7,0,0,2,2,0,0,0,1,1,0,2,6,4
38,3,8,3,0,3,0,0,1,1,0,0,0,1,0,2,9,6,1
39,3,9,3,1,5,0,1,5,1,1,0,0,0,1,3,9,2,4
40,4,0,10,0,0,0,1,6,2,0,2,0,2,0,7,4,0,0
41,4,1,12,0,1,0,11,3,6,0,2,0,3,0,4,1,0,0
42,4,2,10,0,3,0,8,0,5,0,1,0,2,0,1,0,0,0
43,4,3,7,0,2,0,11,0,4,0,0,0,1,0,2,0,1,2
44,4,4,3,0,1,0,15,0,6,0,1,0,1,7,5,0,2,1
45,4,5,3,0,1,0,11,0,2,4,0,0,2,6,1,0,1,1
46,4,6,3,0,4,0,2,0,2,1,1,0,0,5,2,2,3,3
47,4,7,3,0,3,0,0,3,4,1,2,0,0,4,3,3,8,5
48,4,8,3,0,10,0,0,2,4,0,4,0,1,3,1,9,6,5
49,4,9,3,0,2,0,1,4,6,0,1,0,4,3,9,8,1,0
50,5,0,9,0,0,0,1,3,3,0,0,0,4,0,5,1,2,0
51,5,1,10,0,1,0,7,3,3,0,0,0,7,0,4,1,1,0
52,5,2,9,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
53,5,3,6,0,0,0,5,0,2,0,0,1,0,0,1,0,0,0
54,5,4,5,0,1,0,11,0,3,3,0,2,1,4,1,0,0,0
55,5,5,3,0,0,0,6,0,0,6,0,2,1,5,1,0,0,0
56,5,6,3,0,0,0,3,0,0,4,0,0,0,9,0,1,1,2
57,5,7,3,0,1,1,0,0,3,1,3,1,1,8,1,3,3,6
58,5,8,3,0,4,3,0,3,6,3,6,0,2,3,3,3,3,9
59,5,9,3,0,1,3,0,1,5,0,4,0,5,3,7,4,1,2
60,6,0,12,0,0,0,0,2,0,0,0,0,5,0,4,0,4,0
61,6,1,9,0,0,0,0,1,0,0,0,1,1,0,8,0,2,0
62,6,2,10,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
63,6,3,9,0,1,0,0,0,2,0,0,4,0,0,1,0,0,0
64,6,4,6,0,0,0,4,0,1,1,0,6,0,0,0,0,0,0
